Name,Title,aiconalt,View,State,View1,asizebase
Mahesh Borkar,"It heats up, grinding is not good, waste of money, not recommend to buy",1.0 out of 5 stars,"Reviewed in India on September 23, 2021",Verified Purchase,"Except presentation of product, nothing is good, blades are not at all good not grinding properly I have not expected such product from Preethi
We have used their product earlier but this product is usless",
Shijo Parakadan,Decent Mixie,4.0 out of 5 stars,"Reviewed in India on November 5, 2018",Verified Purchase,"Trustworthy Brand to go for. Liked the product but it was a little more noisy than i expected. Had to get it to the service center for a free check up and lubrication to get it to normal. The delivery was delayed by a day due to some funny reasons, except for these things the product was a good buy!",
Srikanth Dhruva Kulkarni,Awesome performance,5.0 out of 5 stars,"Reviewed in India on November 15, 2020",Verified Purchase,"I understand the noise level for a 750w. Noise more in only smaller jars.  Blades and course levels are just awesome.  Overall, its worth the money you pay!!",One person found this helpful
Amazon Customer,no return till the time,1.0 out of 5 stars,"Reviewed in India on February 17, 2022",Verified Purchase,Highly disappointed with the product I placed the return request immediately when i opened the box. I received a faulty product and there is no return.,
PE,Great product,4.0 out of 5 stars,"Reviewed in India on September 20, 2019",Verified Purchase,This thing is powerful and sturdy so far looking good. Multiple choice of utensils make it great to use. Noise seems to be on the higher side but not a concern for me also maybe because of the power of the motor,One person found this helpful
neerja,very bad blades quality and over all poor quality product,1.0 out of 5 stars,"Reviewed in India on October 15, 2021",Verified Purchase,"trust me its the worst product ever, I dont write reviews but I want to save you guys from wasting your money on this idiotic product Preeti blue leaf diamond mixer...Its so noisy and blades are not at all sharp ,  it runs with force to spill out and create a mess.",
Sairam Kaliraj,Good and needs improvement,4.0 out of 5 stars,"Reviewed in India on September 25, 2018",Verified Purchase,"The product works fine when preparing chutney and grinding some ingredients. Tried to grind dry rice to prepare rice powder, but after grinding for a few minutes obtained the rice powder but it was not as soft as packed powder available in the market.",
Amazon Customer,Jars heating excessively,1.0 out of 5 stars,"Reviewed in India on May 18, 2022",Verified Purchase,Jars heating excessively for a replacement and even that was heating up,
Ram,Not Genuine.its diplicate,1.0 out of 5 stars,"Reviewed in India on April 23, 2022",Verified Purchase,I trust Amazon but this order disappointed me. I can surely say the mixer grinder is not genuine. The jars got damaged in less than 3 months of usage. Not same quality as old Preeti mixer.,
Sharaschandra H S,One month usage and no complaint,4.0 out of 5 stars,"Reviewed in India on September 18, 2018",Verified Purchase,"I was in the same situation of reading reviews for lot of mixers to buy one. Just with a gut feeling and a recommendation, ended up buying this. Its been a month we are using the product. No complaint yet. Not to worry about Noise n smell of hearing as mentioned in few other reviews, as I didn't see it up to that irritating level. Plan for your budget and go for any Preeti mixer. Its worth.",2 people found this helpful
Joshiba,Love this one. Super easy to use!,5.0 out of 5 stars,"Reviewed in India on March 8, 2021",Verified Purchase,Have been using the same model since for the last 8 years. I did shift to butterfly in between and hated it and got back to this one.,One person found this helpful
Ganesh T,Steel quality of jars very poor,3.0 out of 5 stars,"Reviewed in India on June 7, 2020",Verified Purchase,"The mixer grinder itself is pretty good but the jars provided are of really poor quality.

The big jar started rusting within 10 days and after a few months it has developed a crack and is leaking everywhere.",
brp,Mixie giving very high noice while operating even in No1 speed since beginning,1.0 out of 5 stars,"Reviewed in India on June 8, 2022",Verified Purchase,Video Player is loading.,
nagiredddi,A good mixer,4.0 out of 5 stars,"Reviewed in India on November 23, 2020",Verified Purchase,"Very efficient mixer with a powerful motor.
Noise level is high.But the work done is perfect
Very good for wet and dry grinding.",
ANISH GEORGE,Value for money,5.0 out of 5 stars,"Reviewed in India on June 15, 2021",Verified Purchase,Got this product during mega sale..Good value for value.Got it for 5K.,One person found this helpful
Tejaswini Mandava,Not at all worthy,2.0 out of 5 stars,"Reviewed in India on October 17, 2020",Verified Purchase,"The jars are not to the ideal size and I don't think the product can last for a while...
It's been 3 months that I took and already the screws in the big jar have become loose",
KnoWerX Education (India) Private Limited,Not recommended,2.0 out of 5 stars,"Reviewed in India on September 6, 2020",Verified Purchase,"The grinding capability is poor, probably due to poor blade design. Within 4 months, blades of two jars started slipping. The technician who visited home to repair mixer jars asked us to grind dry food stuff only, which was surprising. I will not buy this brand again.",
Shereef,Worst mixer for such a price....,1.0 out of 5 stars,"Reviewed in India on March 28, 2022",Verified Purchase,The packing was bad...The jar got damaged within few days of usage..As days pass by the  other jars are getting damaged too...i think the seller packed the fake jars or else the product is worst....Do not buy this model.....its a trap.....,
Srikrishna,Not user friendly,1.0 out of 5 stars,"Reviewed in India on February 8, 2019",Verified Purchase,"Jars are too tight fit with mixie. Found it’s Difficult to use for aged.
After 6 months plastic jar cover breaks while trying to fit in. This one tops my list in my list of “bad purchases from Amazon”.
And now in mid of 2021 it's dead with motor damage. Please don't go for this.",One person found this helpful
Ajay ,Don't buy and it started givinv trouble after one month,1.0 out of 5 stars,"Reviewed in India on November 11, 2020",Verified Purchase,"After one month this mixer grinder started giving trouble by using heavy load on inverter at home. Now I have no choice to return and need to see if any repair outside.

Disappointed with this product and not suggesting anyone of my friends to buy here.",
KIshore,Mixer Jar stopped working within three months,1.0 out of 5 stars,"Reviewed in India on June 24, 2021",Verified Purchase,I think I got a duplicate Jars along with the Mixer. Both the jars' blades are loose and are not fixable due to the screw threads are damaged. I don't recommend this model to anybody and suspect they are selling some duplicates. I can feel the differences between my old Preeti product and the new one.,
Amazon Customer,Disappointed,1.0 out of 5 stars,"Reviewed in India on February 25, 2021",Verified Purchase,It is so disappointing that my Preeti mixer that I bought an year back collapsed even under warranty period for which I did not receive help from service centre.. My mixer has stopped working all together . I urge you to not buy this product at least from an online platform. Highly disappointing,
Wg Cdr KKS DAS,Prithi blue leaf an excellent mixi.,5.0 out of 5 stars,"Reviewed in India on July 22, 2019",Verified Purchase,"Preethi Blue Leaf Diamond 750-Watt Mixer Grinder with 3 Jars, Blue/White delivered promptly. An excellent mixi with adiquate power and eazy to operate.",One person found this helpful
