Name,Title,aiconalt,View,State,View1,asizebase
Amazon Customer,"Good product, but the locking clasp broke within a day after",3.0 out of 5 stars,"Reviewed in India on April 10, 2022",Verified Purchase,"The locking feature was defective. I had given it as a gift to someone and came to know that a locking clasp broke within a day of use.
On approaching a local dealer, they refused to service goods bought online!",
Allwyn,The machine is on steroids,5.0 out of 5 stars,"Reviewed in India on November 9, 2021",Verified Purchase,The machine is totally powerhouse...as if t machine is having steroids...awesome products powefull sturdy...looks sexy..within seconds t masala is ready...dont go on size t machine is seriously powerfull..value for money,
A.S.N.Rao,Overall good product,5.0 out of 5 stars,"Reviewed in India on June 24, 2022",Verified Purchase,"Noice level is ok, good quality jars with lock facility and can be easy to clean",One person found this helpful
Viator,Sturdy Machine!!,5.0 out of 5 stars,"Reviewed in India on March 2, 2020",Verified Purchase,Sturdy machine!! Does heavy duty grinding and mixing without huffing and puffing... safety could have been taken better care though...,2 people found this helpful
Deep,Received Brand New product 👍,4.0 out of 5 stars,"Reviewed in India on August 7, 2021",Verified Purchase,"Very good and impressive work by this product.
Does what it is meant to be. Perfect for your kitchen. There should be plastic jar also included in this price.",
V.L.D,Sujata,5.0 out of 5 stars,"Reviewed in India on November 16, 2019",Verified Purchase,"The mixer grinder is of very good quality. Coconut masala can be grinded to fine consistency within minutes. Easy to use and value for money. It is the best in the market.
Packing was perfect. Thanks
Amazon for marketing such a wonderful product.",
Dheeraj,"This mixer is the best one, very powerful",5.0 out of 5 stars,"Reviewed in India on July 1, 2022",Verified Purchase,"This mixer is the best one, very powerful.
I will definitely recommend to buy, one time investment and best one.",
Dilshad Gogia,Unable open the screw to change blades,3.0 out of 5 stars,"Reviewed in India on June 5, 2022",Verified Purchase,"The spatula cum screw opener is defective, it does not fit the nut on the blades. So one cannot open the blades. This makes it extremely difficult to clean not mention the inconvenience of being unable the change the blades .",
vidya,Best mixer grinder,5.0 out of 5 stars,"Reviewed in India on November 19, 2019",Verified Purchase,I am so happy with this product that I have purchased this same grinder for the second time. One for myself and another for my mother. Motor of this mixer is so powerful that you can grind almost anything that needs to be grinded. I would recommend this product to everyone. Thank you Sujata for superb product.,One person found this helpful
Vivek Soni,bang on mixer,5.0 out of 5 stars,"Reviewed in India on March 21, 2022",Verified Purchase,poweder jar lid is a bit loose else mixer does the job. excellent,One person found this helpful
Kabilan Mani,Worth the price,5.0 out of 5 stars,"Reviewed in India on August 12, 2020",Verified Purchase,"I initially had purchased Preeti zodiac and returned it back because high noise levels and build quality was not good.

Then ordered sujatha mixer .it is as expected.
Sturdy build, less noise, easy to clean and finally the grinding is great",One person found this helpful
MRIGNAINEE THE BEAUTY BOUTIQUE,Best mixer grinder for home and professional use,5.0 out of 5 stars,"Reviewed in India on May 1, 2021",Verified Purchase,"This is the second time I bought this mixer grinder. This time for my mother.
1The motor is strong,
2 you can get all spare parts easily online, 3 it does the job done quickly whithout overheating it's motor and the jar
4 I have seen many halwaai s use this and they recommend it highly
No complaints at all.....",
ajay kumar gupta,worst,1.0 out of 5 stars,"Reviewed in India on November 24, 2018",Verified Purchase,useless product. It does not work at all,7 people found this helpful
H&R,Great product to buy,5.0 out of 5 stars,"Reviewed in India on October 14, 2020",Verified Purchase,Bought after gone thru several reviews in Amazon and other blogs. Working good and heavy duty motor making little higher noise but not irritating level. Blades are sharp and sturdy. Body of jars are made hard enough for longevity. Amazon delivered even before the estimated arrival date.,
Saher Owais ,Marvelous,5.0 out of 5 stars,"Reviewed in India on September 22, 2020",Verified Purchase,This is just excellent...I've tried almost all the reputed brand's mixer grinder but this one is just class apart.  The only difficulty I face is to clean the lids of the jars. Otherwise it is too good,
Amazon Customer,Used and damaged product,1.0 out of 5 stars,"Reviewed in India on July 24, 2020",Verified Purchase,"This is the first bad experience I've had with Amazon.
The product looks like it has been used. There are scratches and stains all around the mixer.
Very disappointing.",2 people found this helpful
Unnikrishnan S,Happy!,5.0 out of 5 stars,"Reviewed in India on May 17, 2019",Verified Purchase,"I had earlier purchased the orient 500w mixer, but it was too under powered, so returned it for this & my mom couldn't be more happier. Its a monster. Can handle any chore with ease. Worth the extra money you pay for & looks like something that could last a long time.",
Raja Mani,Best mixer grinder.. Highly recommended.,5.0 out of 5 stars,"Reviewed in India on February 26, 2020",Verified Purchase,"This is unknown brand to many people. I found this mixer grinder on the top 10 results when searched for best mixer grinders through web. I bought this product based on good reviews provided by other customers. I am very much satisfied with this product. I am impressed with the quality of this product. It takes a few minutes  to grind items rice, masala, fruits etc..",One person found this helpful
Sayed Sajeed,JAR handle not fixed properly and look like cracked. no replacement given to me,2.0 out of 5 stars,"Reviewed in India on December 9, 2021",Verified Purchase,"i received and a almost cracked handle,Seller : Cloudtail India ,for both of my  JARs ,Contacted the Amazon customer care , they created pickup on Nov 17, 2021 for replacement  but its still pending till date...Seller  is Cloudtail india",
rajini nair,Very good product,5.0 out of 5 stars,"Reviewed in India on July 21, 2021",Verified Purchase,After so many years i finally found a good mixie even though it is hardly a month since we bought this mixie still so far it is very nice product and worth buying. chutney jar i was expecting to be smaller than still it is okay,
KRISH,Internal issue after 3 months of usage,1.0 out of 5 stars,"Reviewed in India on January 27, 2020",Verified Purchase,"I would rather give 1 rating because after 3 months of usage,seems some problem with winding.Because of winding issues, mcb is tripping.",2 people found this helpful
Amazon Customer,Good product,5.0 out of 5 stars,"Reviewed in India on June 7, 2022",Verified Purchase,Noise is too loud.Machine is very powerful.Highly appreciable product.,One person found this helpful
Debasish Dutta,This is an excellent device,5.0 out of 5 stars,"Reviewed in India on May 19, 2022",Verified Purchase,Well made and does everything that is is intended to do to almost perfection.  Extremely happy.,
RKK,Must buy 👍,5.0 out of 5 stars,"Reviewed in India on August 30, 2020",Verified Purchase,"Very helpful product..
quality is excellent..
Noise level is not so high..
Easy to use & clean..
Must buy..👍",One person found this helpful
Vipin kumar singh,Product is excellent even my hight settings not working,5.0 out of 5 stars,"Reviewed in India on June 1, 2022",Verified Purchase,,
Mileo Santh,Good Product,5.0 out of 5 stars,"Reviewed in India on October 28, 2019",Verified Purchase,"I have been using this product for more than a month. It is relatively a bit expensive but really worth the money. Powerful and fast. Highly recommended, I have used different famous brands before, but so far I find this is the best.",
Rupesh,excillent product but worst packing & delivery by amazone,4.0 out of 5 stars,"Reviewed in India on October 27, 2020",Verified Purchase,Product quality is excillent but packing & delivery of this product by Amazone was worst. Packing quality was poor. Inside thermocol was broken. No product warrenty kept inside packing. There was no even Amazone packing (only 1 wraping) even it 'amazone fulfilled'. 4 star for product & 1 star for amazone packing & delivery.,One person found this helpful
Naxatra,Super Strong Mixer Grinder,5.0 out of 5 stars,"Reviewed in India on July 21, 2022",Verified Purchase,Fills Genuine. Top quality. Great  performance.  Value for money. Using since 8 months. Still it works like new.,
Amazon Customer,"Item received as described and shown in website, Good product quality for its price range.",4.0 out of 5 stars,"Reviewed in India on October 13, 2019",Verified Purchase,"Good product quality for its price range; Poor packing and delivery by the seller, Received with partial damaged of packing, Care must be taken for packing and delivery. One star reduced from the Five star due to improper packing and delivery.",
Rakshitta,Wonderful product,5.0 out of 5 stars,"Reviewed in India on August 30, 2021",Verified Purchase,"Happy to choose Sujata dynamix after a lot of research. Extremely efficient !!.
Dry grinding results in fine powder with in 1 min and wet grinding too works like magic
Its indian make and trusted for decades by hoteliers.",
