Name,Title,aiconalt,View,State,View1,asizebase
Sanjay Khunt,Worth the price.,5.0 out of 5 stars,"Reviewed in India on June 20, 2020",Verified Purchase,I have just use it since 5 days. I am so happy with this purchase. I highly recommended this product. Yes i had one top lid broken first but they replace it within 4 days. Replacement process need only click from your account. Any one looking for similar. Go for this. You will not regret. I hope they provide same quality product always. Worth the price.,
Bikash Samanta,Nyc Product in the Price Range,4.0 out of 5 stars,"Reviewed in India on June 4, 2017",Verified Purchase,Quality Product from Bajaj. Although I use it for Fruit Juices & Milk Shakes only. Got a good deal from Amazon in Great India Sale,14 people found this helpful
vishal k.,The  jars  gets stuck worst product ever I bought online,5.0 out of 5 stars,"Reviewed in India on August 2, 2021",Verified Purchase,I went for the brand and got d worst product ever I bought online. The jars gets stuck in machine and it just spins and spins but u can't pull it out !!! One of my jar is stuck now and just twists on but won't get out. Don't buy it,2 people found this helpful
as,Lock feature,1.0 out of 5 stars,"Reviewed in India on June 29, 2020",Verified Purchase,"l am a tech.person I bought this rex bajaj 500w mixie. Previously I used Kanchan 500 w mixie. To say facts. I observed Kanchan mixie more strong robust and weighty where as this bajaj is light in weight. I presume may be it is due to field coil winding as well as armature weight. The blades are also delicate. Unless it is opened it cannot be said about winding and armature. But I feel the motor wattage is 500 watts or not. Let us see how it performs. Overall robust or not, take normal load or trip during operation is wait and see only",One person found this helpful
Concerned,Very Noisy and gets hot,2.0 out of 5 stars,"Reviewed in India on June 8, 2020",Verified Purchase,"I bought it after looking at the good reviews at such great number. I bought it for my grandmother, something simple and easy to use, not too many attachments. She started using it after many months and she doesn't like using it because it is very noisy and gets hot. Now I cannot return it.",One person found this helpful
Rohit Gaur,Poor quality mixer and jars.,1.0 out of 5 stars,"Reviewed in India on November 7, 2020",Verified Purchase,"Product quality not up to mark. The quality of jars is very poor and lids of very bad quality plastic. The mixer and jars become too hot in just a few seconds of use.
Complained to the company as well as amazon but since the complaint was made after 10 day return bracket so no action taken. Very very dissatisfied with the product and service.",2 people found this helpful
Praveen Murarishetti,It's good for small family,4.0 out of 5 stars,"Reviewed in India on June 29, 2021",Verified Purchase,"It's been few months now, working really well. Considering the size and capacity, it is really good for a small family. Adding another ultra small jar for masalas and small quantities is really good. However, the one came with this is working but need to put more quantity.",
Chirag Sharma,Take it,5.0 out of 5 stars,"Reviewed in India on June 2, 2021",Verified Purchase,"Best under budget.
Apart from those fancy juicer mixer , you can save money on this compact and 'done ur work' product.
If noise level is your concern than go to other costly ones.
But ofcourse you are desi guy spend ur childhood with traditional grinder so this is the best price to performance grinder.",
Amazon Customer,Product is not so good not so bad,4.0 out of 5 stars,"Reviewed in India on July 28, 2020",Verified Purchase,"Product is good not upto the mark but If you are planning to buy mixer grinder then go with 750 watts of motor or you can buy mixer, grinder & juicer with 750 W of motor. This machinery is good for to make chutnies, grinding masala, onion-tomato paste, but not good for grinding beetroot, carrot. Overall machine is fair to buy and use but if you push your buget go with 3 in 1 feature with 750 W.",One person found this helpful
Mithun,Very bad experience from Amazon,1.0 out of 5 stars,"Reviewed in India on February 28, 2021",Verified Purchase,"I ordered this item 1 week back and I got it with a defective lid.. then i initiated replacement and again I received a new one with one of the lid broken.. this is absolutely a bad experience for me.. since I am having urgency, I am going to start using it and don't want to replace it again.. I am not going to order any electronic item from amazon anymore.. I am planning to move to Flipkart.. Worst experience I had",One person found this helpful
Mak,Replacement failed,1.0 out of 5 stars,"Reviewed in India on September 30, 2021",Verified Purchase,"I ordered the first product and it failed while using it to grind soaked chana daal. I got a replacement with a smooth process from Amazon but the replacement also failed within 2 months, while grinding the soaked daals(moong this time). Doesn't seem a durable product. Sadly can't return as the window is closed.",
Ritika ,Why does it not have a spatula ... How do we clean without removing the blades,3.0 out of 5 stars,"Reviewed in India on March 15, 2022",Verified Purchase,"The Product is good but why is the Spatula not given .... I would like to return the product coz cleaning the jar without removing the blades will be a pain

When I spoke to customer care they told spatula is no longer included",
Vasu,"Meets expectations, but...",4.0 out of 5 stars,"Reviewed in India on October 21, 2020",Verified Purchase,"The performance is good and kind of meets our expectations. However, one shortcoming is that the blade provided with the largest jar is very small in terms of diameter and also the clearance from the bottom is high. Hence it is sometimes unable to do the job well. This can be improved.",
SAYAN GUPTA,Ultimate value for money for the trustworthy mixer grinder,5.0 out of 5 stars,"Reviewed in India on November 7, 2019",Verified Purchase,"Recently bought on Diwali Sale so got INR 250 discount! Very good product, easy to use, easy to clean! Though you can't expect noise free mixer grinder, so there is noise level but not too much! Quickly we can make a paste, powder, dust! Also blades can be open for cleaning too, though not required. Most trusted Mixer grinder from the house of another trustworthy brand, and seller also good! Ultimate value for money for this mixer grinder! We are actually running a food and cooking channel on YouTube (Our channel : Happy Cooking Bongs) so we bought this after we move to a new city.",
Sudhamshu Chandra,Great mixer,4.0 out of 5 stars,"Reviewed in India on August 13, 2019",Verified Purchase,It's a very good option in that price range. The only problem is cleaning the big jar. The blades are fixed on such a way that the grounded thing goes into the small crevices which are unreachable and hence not easily clean able. The chutney jar is good. The mixer is good for 2 people or 3,One person found this helpful
